Price,Price per meter,Bedrooms,Bathrooms,Floor,View,Year Built,Payment Method,Seller Type,Area in m²,Governorate
7309575,37485,3,3,3,Main Street,2028,Cash or Installments,Broker,195,Greater Cairo
4408000,38000,3,13,3,Main Street,2027,Cash or Installments,Broker,116,Greater Cairo
6973575,38742,3,3,3,Main Street,2028,Cash or Installments,Broker,180,Greater Cairo
4408000,38000,3,13,2,Main Street,2027,Cash or Installments,Broker,116,Greater Cairo
5682600,43050,3,2,3,Main Street,2028,Cash or Installments,Broker,132,Greater Cairo
5890000,38000,3,3,3,Main Street,2027,Cash or Installments,Broker,155,Greater Cairo
3611000,23000,3,3,2,Main Street,2026,Cash or Installments,Broker,157,Greater Cairo
6080000,38000,3,3,2,Main Street,2027,Cash or Installments,Broker,160,Greater Cairo
3400000,29565,2,2,1,Main Street,2028,Cash or Installments,Broker,115,Greater Cairo
5890000,38000,3,3,1,Main Street,2027,Cash or Installments,Broker,155,Greater Cairo
3075000,25000,3,3,2,Main Street,2026,Cash or Installments,Broker,123,Greater Cairo
5510000,38000,3,3,2,Main Street,2027,Cash or Installments,Broker,145,Greater Cairo
5358000,38000,3,3,3,Main Street,2027,Cash or Installments,Broker,141,Greater Cairo
5358000,38000,3,3,1,Main Street,2027,Cash or Installments,Broker,141,Greater Cairo
4408000,38000,3,13,1,Main Street,2027,Cash or Installments,Broker,116,Greater Cairo
3838000,38000,3,3,2,Main Street,2027,Cash or Installments,Broker,101,Greater Cairo
3534000,38000,3,3,1,Main Street,2027,Cash or Installments,Broker,93,Greater Cairo
4712000,38000,3,3,3,Main Street,2027,Cash or Installments,Broker,124,Greater Cairo
2500000,20000,2,2,2,Garden,2025,Cash,Broker,125,Greater Cairo
9700000,26944,,,,Garden,,Cash,Broker,360,Greater Cairo
3298000,28678,2,2,1,Main Street,2026,Cash or Installments,Broker,115,Greater Cairo
3500000,29166,3,2,1,Garden,2027,Cash or Installments,Broker,120,Greater Cairo
7500000,31250,4,2,1,Side Street,2023,Cash,Broker,240,Greater Cairo
400000,4444,2,1,3,Pool,2000,Cash,Private Owner,90,Alexandria
1350000,10384,,,,Main Street,,Cash,Broker,130,Greater Cairo
4422500,30500,3,3,1,Main Street,2028,Cash or Installments,Broker,145,Greater Cairo
3857000,29000,3,3,2,Main Street,2028,Cash or Installments,Broker,133,Greater Cairo
9000000,42857,,,,Side Street,,Cash,Broker,210,Greater Cairo
2760000,23000,2,2,1,Main Street,2028,Cash or Installments,Broker,120,Greater Cairo
3168000,22000,3,3,1,Main Street,2028,Cash or Installments,Broker,144,Greater Cairo
3586000,19489,3,3,1,Main Street,2028,Cash or Installments,Broker,184,Greater Cairo
3075000,25000,3,3,1,Main Street,2028,Cash or Installments,Broker,123,Greater Cairo
4620000,21000,3,3,1,Main Street,2028,Cash or Installments,Broker,220,Greater Cairo
7800000,34666,3,3,0,Main Street,2024,Cash,Developer,225,Greater Cairo
9900000,55000,3,2,6,Main Street,2023,Installments,Developer,180,Alexandria
6500000,23636,3,3,2,Garden,2023,Cash,Developer,275,Greater Cairo
4000000,57142,2,1,5,Corner,2021,Cash,Broker,70,Greater Cairo
4500000,25000,3,3,5,Main Street,2026,Installments,Broker,180,Greater Cairo
3950000,21351,3,3,2,Side Street,2025,Cash or Installments,Broker,185,Greater Cairo
3450000,21562,3,2,1,Other,2025,Installments,Broker,160,Greater Cairo
2926000,22000,3,3,2,Lake,2027,Installments,Broker,133,Greater Cairo
6964000,45220,3,3,2,Main Street,2025,Installments,Broker,154,Greater Cairo
1112300,34759,1,1,1,Pool,2025,Cash or Installments,Private Owner,32,Hurghada
3968000,23903,3,2,1,Other,2026,Installments,Broker,166,Greater Cairo
10524790,22393,6,3,3,Main Street,2027,Installments,Developer,470,Greater Cairo
16500000,86842,4,4,4,Garden,2024,Cash,Developer,190,Greater Cairo
4500000,24456,3,2,11,Garden,2016,Cash,Private Owner,184,Greater Cairo
1800000,11250,3,2,8,Main Street,1983,Cash,Private Owner,160,Greater Cairo
4000000,30769,,,,Main Street,,Cash,Private Owner,130,Greater Cairo
4800000,26666,3,3,1,Garden,2025,Cash or Installments,Developer,180,Greater Cairo
20126000,105926,3,4,4,Pool,2026,Installments,Developer,190,Greater Cairo
5000000,26315,3,3,2,Garden,2025,Cash,Developer,190,Greater Cairo
18716796,133691,2,2,1,Garden,2023,Cash,Developer,140,Greater Cairo
12300000,69491,3,3,4,Garden,2023,Cash,Developer,177,Greater Cairo
13415100,100112,2,,5,Garden,2028,Installments,Developer,134,Greater Cairo
15000000,65789,3,3,1,Garden,2024,Cash,Developer,228,Greater Cairo
6053000,50024,2,1,4,Garden,2025,Installments,Developer,121,Greater Cairo
6415000,40093,3,3,1,Garden,2027,Installments,Developer,160,Greater Cairo
10000000,22222,6,3,0,Garden,2020,Cash,Developer,450,Greater Cairo
8500000,34693,4,4,0,Garden,2023,Cash,Developer,245,Greater Cairo
12000000,40000,6,4,0,Garden,2020,Cash,Developer,300,Greater Cairo
7800000,67241,2,2,2,Garden,2029,Cash or Installments,Developer,116,Greater Cairo
5200000,37142,3,3,5,Side Street,2022,Cash,Broker,140,Greater Cairo
970000,9700,3,2,1,Sea View,2010,Cash or Installments,Broker,100,Alexandria
16000000,69565,3,3,0,Corner,2022,Cash,Broker,230,Greater Cairo
2900000,29591,2,,3,Pool,2028,Installments,Broker,98,Greater Cairo
4943568,25351,3,3,3,Side Street,2026,Cash or Installments,Broker,195,Greater Cairo
6200000,53448,2,1,2,Garden,2029,Cash or Installments,Developer,116,Greater Cairo
950000,9500,3,1,7,Main Street,2021,Cash,Private Owner,100,Qalyubia
11000000,46808,4,4,3,Garden,2018,Cash,Broker,235,Greater Cairo
12000000,62500,3,3,1,Garden,2012,Cash,Broker,192,Greater Cairo
9720805,65240,3,3,1,Garden,2025,Installments,Broker,149,Greater Cairo
1350000,9310,3,1,9,Side Street,2011,Cash,Private Owner,145,Greater Cairo
6292000,44000,3,2,2,Main Street,2028,Cash or Installments,Broker,143,Greater Cairo
5592000,50836,2,1,0,Main Street,2028,Cash or Installments,Broker,110,Greater Cairo
5563540,26493,4,3,0,Main Street,2025,Cash or Installments,Private Owner,210,Greater Cairo
7500000,39473,2,3,4,Garden,2025,Cash,Developer,190,Greater Cairo
16500000,83333,3,3,1,Garden,2025,Cash,Developer,198,Greater Cairo
8500000,38990,4,3,5,Plaza,2023,Cash,Broker,218,Alexandria
2787180,19628,2,2,1,Main Street,2026,Installments,Broker,142,Greater Cairo
3857000,29000,3,3,3,Main Street,2028,Installments,Broker,133,Greater Cairo
1840000,23000,2,1,8,Other,2025,Installments,Developer,80,Kafr El Sheikh
3650000,28076,3,2,5,Main Street,2020,Cash,Broker,130,Greater Cairo
15000000,100000,3,2,2,Other,2023,Installments,Broker,150,Greater Cairo
4063500,36608,2,2,1,Main Street,2028,Cash or Installments,Broker,111,Greater Cairo
8600000,24571,6,2,14,Main Street,1985,Cash,Broker,350,Alexandria
4270000,30942,3,3,,Back,,Installments,Broker,138,Greater Cairo
5008500,31500,3,3,,Pool,,Cash or Installments,Broker,159,Greater Cairo
4063500,36608,2,2,,Corner,,Cash or Installments,Broker,111,Greater Cairo
4582000,29000,3,3,2,Garden,2028,Cash or Installments,Broker,158,Greater Cairo
1750000,12962,2,2,2,,1996,Cash,Broker,135,Greater Cairo
3411600,21059,3,3,,Garden,,Cash or Installments,Broker,162,Greater Cairo
1700000,18888,,,,Garden,,Installments,Broker,90,Greater Cairo
4100000,25000,3,3,2,,2025,,Compound Developer,164,Damietta
4800000,48000,2,2,1,Other,2025,Installments,Broker,100,Greater Cairo
3510000,27000,3,2,5,Main Street,2028,Installments,Broker,130,Greater Cairo
3872400,24508,3,3,0,Pool,2028,Cash or Installments,Broker,158,Greater Cairo
11820000,99327,3,2,1,Garden,2027,Cash or Installments,Broker,119,Hurghada
6900000,57500,2,2,,Garden,,Cash,Broker,120,Greater Cairo
6500000,25000,3,4,2,Main Street,2018,Cash,Broker,260,Greater Cairo
1400000,10370,3,2,1,Corner,2025,Cash,Broker,135,Greater Cairo
4582000,29000,3,3,2,Plaza,2028,Installments,Broker,158,Greater Cairo
2750000,14784,3,1,4,,2013,Cash or Installments,Broker,186,Greater Cairo
5100000,40800,2,1,2,Sea View,2025,Installments,Broker,125,North Coast
3450000,26953,,,1,Garden,2025,Cash,Broker,128,Greater Cairo
2850000,21111,3,2,,Side Street,,Cash,Broker,135,Greater Cairo
1500000,12500,2,1,5,Main Street,1998,Cash,Broker,120,Greater Cairo
6100000,34857,3,3,3,Garden,2025,Cash or Installments,Broker,175,Greater Cairo
5834000,28738,3,3,3,Main Street,2025,Cash or Installments,Broker,203,Greater Cairo
5200000,33548,2,3,3,Corner,2019,Cash,Broker,155,Greater Cairo
7000000,41176,3,2,6,Main Street,2020,Cash,Broker,170,Greater Cairo
6200000,37575,3,3,3,Garden,2025,Cash,Broker,165,Greater Cairo
4600000,24864,3,3,1,Garden,2025,Installments,Broker,185,Greater Cairo
4000000,34782,2,2,0,Garden,2025,Cash,Broker,115,Greater Cairo
3550000,20882,,,3,Garden,2025,Cash,Broker,170,Greater Cairo
4600000,26285,,,0,Garden,2025,Cash,Broker,175,Greater Cairo
4200000,14840,5,4,3,Garden,2025,Cash,Broker,283,Greater Cairo
3589000,23768,2,2,2,Pool,2025,Installments,Broker,151,North Coast
5500000,35031,3,2,3,Main Street,2025,Cash,Broker,157,Greater Cairo
7200000,37894,3,2,2,Garden,2016,Cash,Broker,190,Greater Cairo
6130000,35028,3,2,3,Main Street,2025,Cash,Broker,175,Greater Cairo
25000000,69444,4,4,11,Club,2018,Cash,Broker,360,Greater Cairo
1735000,16523,2,1,4,Main Street,2024,Cash or Installments,Broker,105,Greater Cairo
13500000,35526,3,2,0,Main Street,2025,Cash,Broker,380,Greater Cairo
6500000,38235,3,3,1,Side Street,2000,Cash,Broker,170,Greater Cairo
8998599,27022,,,0,Garden,2024,Cash or Installments,Broker,333,Greater Cairo
1650000,13750,2,1,2,Main Street,1995,Cash,Broker,120,Greater Cairo
6200000,37804,2,3,2,Sea View,2025,Installments,Broker,164,North Coast
2200000,15714,2,1,2,Main Street,2025,Cash,Broker,140,Greater Cairo
8200000,37272,4,4,1,Main Street,2025,Cash,Broker,220,Greater Cairo
4500000,34615,3,2,0,Main Street,2025,Cash,Broker,130,Greater Cairo
8000000,48192,3,3,1,Main Street,2025,Cash or Installments,Broker,166,Greater Cairo
7500000,37500,3,3,2,Main Street,2020,Cash,Broker,200,Greater Cairo
2500000,38461,2,1,2,Side Street,2025,Cash,Broker,65,Greater Cairo
5800000,41428,2,2,2,Main Street,2025,Cash,Broker,140,Greater Cairo
5000000,37037,3,3,1,Garden,2025,Cash,Broker,135,Greater Cairo
3000000,16666,5,2,7,Main Street,1998,Cash,Broker,180,Greater Cairo
8500000,34000,3,3,6,Main Street,2022,Cash,Broker,250,Greater Cairo
12000000,37500,3,2,1,Garden,2023,Cash,Broker,320,Greater Cairo
2145000,33000,2,1,3,Pool,2026,Cash or Installments,Broker,65,Hurghada
6500000,56521,2,2,0,Main Street,2025,Cash,Broker,115,Greater Cairo
4566000,36528,3,2,2,Main Street,2025,Installments,Broker,125,Greater Cairo
3990000,24937,3,2,0,Garden,2026,Installments,Broker,160,Greater Cairo
7000000,29166,3,3,4,Side Street,2024,Cash or Installments,Broker,240,Greater Cairo
6000000,38461,3,2,2,Main Street,2025,Cash,Broker,156,Greater Cairo
7685000,53000,3,2,3,Main Street,2025,Cash or Installments,Broker,145,Greater Cairo
13700000,57083,3,4,0,Garden,2026,Cash or Installments,Broker,240,Greater Cairo
7000000,29166,3,3,1,Main Street,2020,Cash,Broker,240,Greater Cairo
3565530,77511,1,1,4,Main Street,2013,Cash,Broker,46,Greater Cairo
4656000,48000,2,,4,Lake,2027,Cash or Installments,Broker,97,Greater Cairo
5000000,37037,3,2,1,Garden,2025,Cash,Broker,135,Greater Cairo
3750000,22865,3,2,0,Other,2025,Cash,Broker,164,Greater Cairo
8470000,48400,3,3,1,Garden,2025,Cash,Broker,175,Greater Cairo
3450000,21562,3,2,1,Side Street,2025,Installments,Broker,160,Greater Cairo
5000000,27027,3,2,1,Main Street,2020,Cash,Broker,185,Greater Cairo
4320000,27000,3,2,3,Main Street,2028,Installments,Broker,160,Greater Cairo
2050000,12812,3,2,3,Main Street,2024,Cash,Private Owner,160,Greater Cairo
4800000,48000,2,2,5,Main Street,2020,Cash,Broker,100,Greater Cairo
4500000,25000,3,2,1,Main Street,2025,Cash or Installments,Broker,180,Greater Cairo
5080000,30602,3,2,3,Other,2025,Cash,Broker,166,Greater Cairo
4250000,24566,3,2,2,Side Street,2028,Installments,Broker,173,Greater Cairo
3347000,25165,3,2,2,Garden,2025,Cash,Broker,133,Greater Cairo
5195000,16234,3,3,1,Main Street,2027,Cash or Installments,Broker,320,Greater Cairo
3370000,22171,3,3,2,Main Street,2025,Cash or Installments,Broker,152,Greater Cairo
3075000,25000,3,3,2,Main Street,2027,Installments,Broker,123,Greater Cairo
3454500,23500,3,2,0,Garden,2025,Cash or Installments,Broker,147,Greater Cairo
4400000,24444,3,2,1,Garden,2024,Cash or Installments,Broker,180,Greater Cairo
3050000,19062,3,2,4,Main Street,2024,Installments,Broker,160,Greater Cairo
1900000,11176,3,2,7,Side Street,2025,Cash,Broker,170,Greater Cairo
9000000,42857,,,,Main Street,,Cash,Broker,210,Greater Cairo
3420000,38000,3,3,1,Main Street,2027,Cash or Installments,Broker,90,Greater Cairo
3420000,38000,3,3,2,Main Street,2027,Cash or Installments,Broker,90,Greater Cairo
3838000,38000,3,3,3,Main Street,2027,Cash or Installments,Broker,101,Greater Cairo
3990000,38000,3,3,3,Main Street,2027,Cash or Installments,Broker,105,Greater Cairo
3876000,38000,3,3,1,Main Street,2027,Cash or Installments,Broker,102,Greater Cairo
4750000,38000,3,3,2,Main Street,2027,Cash or Installments,Broker,125,Greater Cairo
4788000,38000,3,3,3,Main Street,2027,Cash or Installments,Broker,126,Greater Cairo
3251633,90323,1,1,0,Garden,2029,Cash or Installments,Broker,36,Greater Cairo
3283277,91202,1,1,0,Garden,2029,Cash or Installments,Broker,36,Greater Cairo
3485620,72617,1,1,2,Lake,2029,Cash or Installments,Broker,48,Greater Cairo
3508978,73103,1,1,1,Lake,2029,Cash or Installments,Broker,48,Greater Cairo
4104000,38000,3,3,1,Main Street,2027,Cash or Installments,Broker,108,Greater Cairo
3508978,73103,1,1,3,Garden,2029,Cash or Installments,Broker,48,Greater Cairo
3508978,73103,1,1,5,Garden,2029,Cash or Installments,Broker,48,Greater Cairo
3508978,73103,1,1,4,Garden,2029,Cash or Installments,Broker,48,Greater Cairo
3341884,69622,1,1,5,Garden,2029,Cash or Installments,Broker,48,Greater Cairo
3810002,38100,2,2,6,Garden,2029,Cash or Installments,Broker,100,Greater Cairo
3810002,38100,2,2,1,Garden,2029,Cash or Installments,Broker,100,Greater Cairo
4102806,48268,1,1,2,Garden,2029,Cash or Installments,Broker,85,Greater Cairo
4102806,48268,1,1,4,Garden,2029,Cash or Installments,Broker,85,Greater Cairo
9607118,39373,,,5,Main Street,2027,Cash or Installments,Broker,244,Greater Cairo
8000000,28070,3,3,4,Side Street,2023,Cash,Broker,285,Greater Cairo
16912000,75164,3,3,0,Garden,2025,Cash or Installments,Broker,225,Greater Cairo
4200000,47191,2,2,4,Plaza,2021,Cash,Broker,89,Greater Cairo
9824295,40429,,,4,Main Street,2027,Cash or Installments,Broker,243,Greater Cairo
4800000,27428,3,3,1,Side Street,2024,Cash,Broker,175,Greater Cairo
4102806,48268,1,1,5,Garden,2029,Cash or Installments,Broker,85,Greater Cairo
7110000,61826,2,2,0,Garden,2029,Cash or Installments,Broker,115,Greater Cairo
5986797,52515,2,1,5,Garden,2029,Cash or Installments,Broker,114,Greater Cairo
5986797,52515,2,1,4,Garden,2028,Cash or Installments,Broker,114,Greater Cairo
7159655,57739,3,2,0,Garden,2029,Cash or Installments,Broker,124,Greater Cairo
1250000,10000,,,,Main Street,,Cash,Broker,125,Greater Cairo
5720000,39448,3,2,2,Main Street,2028,Cash or Installments,Broker,145,Greater Cairo
3610000,38000,3,3,3,Main Street,2027,Cash or Installments,Broker,95,Greater Cairo
3534000,38000,3,3,2,Main Street,2027,Cash or Installments,Broker,93,Greater Cairo
3534000,38000,3,3,3,Main Street,2027,Cash or Installments,Broker,93,Greater Cairo
4104000,38000,3,3,2,Main Street,2027,Cash or Installments,Broker,108,Greater Cairo
3838000,38000,3,3,0,Main Street,2027,Cash or Installments,Broker,101,Greater Cairo
4712000,38000,3,3,0,Main Street,2027,Cash or Installments,Broker,124,Greater Cairo
4370000,38000,3,3,2,Main Street,2027,Cash or Installments,Broker,115,Greater Cairo
4422000,30496,3,3,2,Plaza,2028,Installments,Broker,145,Greater Cairo
5720000,39448,3,2,1,Main Street,2028,Cash or Installments,Broker,145,Greater Cairo
9366000,42000,4,3,0,Garden,2025,Cash or Installments,Broker,223,Greater Cairo
3198000,26000,3,3,1,Plaza,2027,Cash or Installments,Broker,123,Greater Cairo
8500000,34000,3,3,6,Corner,2022,Cash,Broker,250,Greater Cairo
4939200,44100,2,2,2,Main Street,2028,Cash or Installments,Broker,112,Greater Cairo
4850000,40416,2,2,4,Garden,2025,Cash or Installments,Broker,120,Greater Cairo
3611000,23000,3,3,3,Plaza,2027,Cash or Installments,Broker,157,Greater Cairo
3198000,26000,3,3,2,Plaza,2027,Cash or Installments,Broker,123,Greater Cairo
3198000,26000,3,3,3,Plaza,2027,Cash or Installments,Broker,123,Greater Cairo
4422000,30496,3,3,2,Plaza,2027,Cash or Installments,Broker,145,Greater Cairo
1500000,10000,,,5,Side Street,2015,Cash,Broker,150,Greater Cairo
13000000,47272,3,3,7,Main Street,1997,Cash,Broker,275,Alexandria
1950000,10833,3,2,7,Side Street,2025,Cash,Broker,180,Greater Cairo
8900000,40454,3,2,12,Main Street,2004,Cash,Broker,220,Alexandria
7500000,31250,3,2,3,Garden,2023,Cash,Broker,240,Greater Cairo
4734000,24785,3,3,2,Side Street,2025,Cash or Installments,Broker,191,Greater Cairo
3312000,23000,3,3,1,Plaza,2027,Cash or Installments,Broker,144,Greater Cairo
6250000,25000,3,3,3,Corner,2006,Cash,Broker,250,Greater Cairo
7500000,37500,,,2,Garden,2023,Cash,Broker,200,Greater Cairo
5704000,33162,3,3,2,Side Street,2025,Cash or Installments,Broker,172,Greater Cairo
5800000,26851,3,2,2,Corner,2000,Cash,Broker,216,Greater Cairo
5400000,33750,3,2,1,Side Street,2023,Cash,Broker,160,Greater Cairo
4702500,24365,3,2,2,Garden,2025,Cash or Installments,Broker,193,Greater Cairo
7000000,31818,3,3,4,Corner,2000,Cash,Broker,220,Greater Cairo
6100000,33888,3,2,1,Garden,2023,Cash,Broker,180,Greater Cairo
5145000,27810,3,3,1,Garden,2027,Cash or Installments,Broker,185,Greater Cairo
8000000,32000,3,3,2,Side Street,2023,Cash,Broker,250,Greater Cairo
6500000,33333,3,2,0,Garden,2024,Cash,Broker,195,Greater Cairo
9000000,30000,5,3,2,Side Street,2023,Cash,Broker,300,Greater Cairo
3325000,25000,3,3,2,Garden,2027,Installments,Broker,133,Greater Cairo
8888555,50791,3,3,0,Main Street,2025,Installments,Broker,175,Greater Cairo
5800000,48333,2,2,3,Pool,2028,Cash or Installments,Broker,120,Greater Cairo
6500000,32828,3,3,1,Pool,2028,Cash,Broker,198,Greater Cairo
15533333,107126,3,2,3,Garden,2025,Cash,Broker,145,Greater Cairo
1650000,18333,2,1,3,Main Street,2002,Cash,Broker,90,Greater Cairo
6300000,25200,4,2,1,Main Street,2023,Cash or Installments,Broker,250,Greater Cairo
3800000,21111,3,2,0,Main Street,2025,Cash,Broker,180,Greater Cairo
4400000,24444,3,2,2,Side Street,2025,Cash or Installments,Broker,180,Greater Cairo
10000000,62500,3,1,10,Main Street,1988,Cash,Broker,160,Greater Cairo
5500000,16923,5,3,0,Golf Course,2023,Cash,Broker,325,Greater Cairo
7315000,30864,,,2,Plaza,2025,Installments,Broker,237,North Coast
750000,5555,2,1,3,,2007,,Private Owner,135,Greater Cairo
8000000,36363,3,3,0,Side Street,2023,Cash or Installments,Broker,220,Greater Cairo
4702500,24365,3,2,2,Garden,2026,Cash or Installments,Broker,193,Greater Cairo
7000000,34146,4,4,2,Plaza,2025,Installments,Broker,205,North Coast
2750000,22000,2,1,2,Side Street,2023,Cash,Broker,125,Greater Cairo
3400000,26153,3,2,5,Side Street,2023,Cash,Broker,130,Greater Cairo
6500000,30952,3,2,5,Main Street,1982,Cash,Broker,210,Greater Cairo
7232092,32873,,,7,Main Street,2027,Cash or Installments,Broker,220,Greater Cairo
5250000,42000,2,2,2,Garden,2026,Installments,Broker,125,Greater Cairo
3800000,14074,5,4,1,Garden,2025,Cash,Broker,270,Greater Cairo
7748040,61008,3,2,5,Garden,2021,Cash,Broker,127,Greater Cairo
6374500,67813,2,1,1,Pool,2026,Cash or Installments,Broker,94,Hurghada
4063500,36608,2,2,,Corner,,Installments,Broker,111,Greater Cairo
